Fuel [None],Oxidiser [None],Fuel Concentration [%],Oxidiser Concentration [%],Chamber Pressure [bar],Peak Thrust [N],Oxidiser-Fuel Mass Ratio [None],Ambient Pressure [bar],Chamber Throat Angle [rad],Nozzle Throat Angle [rad],Epsilon [None],Gamma [None],Specific Impulse [s],Combustion Chamber Temperature [K],Molecular Weight [kg/kmol],Prandtl Number of Exhaust [None],Viscosity of Exhaust [Pa s],Thermal Conductivity of Exhaust [W/mK],Gas Constant at the Throat [J/kgK],Total Mass Flow Rate [kg/s],Fuel Mass Flow Rate [kg/s],Oxidiser Mass Flow Rate [kg/s],Throat Area [mm^2],Exit Area [mm^2],Chamber Diameter [mm],Chamber Length [mm],Throat Diameter [mm],Exit Diameter [mm],Engine Geometry [mm]
Isopropanol_99_H2O_1,LOX_100_H2O_0,99,100,10,2000,1.2,1,0.4363323129985824,0.2617993877991494,2.193,1.214,214.838,2668.905,18.94,0.412,8.792e-05,0.419,438.958,0.949,0.431,0.518,,,,,,,"((-212.3, 50), (-62.3, 50), (0, 22.5), (44.9, 34))"
