Fuel [None],Oxidiser [None],Fuel Concentration [%],Oxidiser Concentration [%],Chamber Pressure [bar],Peak Thrust [N],Oxidiser-Fuel Mass Ratio [None],Ambient Pressure [bar],Chamber Throat Angle [rad],Nozzle Throat Angle [rad],Epsilon [None],Gamma [None],Specific Impulse [s],Combustion Chamber Temperature [K],Molecular Weight [kg/kmol],Prandtl Number of Exhaust [None],Viscosity of Exhaust [Pa s],Thermal Conductivity of Exhaust [W/mK],Gas Constant at the Throat [J/kgK],Total Mass Flow Rate [kg/s],Fuel Mass Flow Rate [kg/s],Oxidiser Mass Flow Rate [kg/s],Throat Area [mm^2],Exit Area [mm^2],Chamber Diameter [mm],Chamber Length [mm],Throat Diameter [mm],Exit Diameter [mm],Engine Geometry [mm]
Isopropanol_99_H2O_1,LOX_100_H2O_0,99,100,10,2000,1.2,1,0.4363323129985824,0.2617993877991494,2.1927740159818834,1.214318720931388,214.8379128938306,2668.904682375935,18.940288960060126,0.41185463921521287,7.647251690228256e-05,0.4191543522130483,438.9584561002182,0.9489647130847069,0.4313475968566849,0.517617116228022,1577.0636542133786,3458.1442025085344,89.62097542671613,150.31836966744666,44.810487713358064,66.35545154718268,"((-198.36657017379912, 44.810487713358064), (-48.04820050635246, 44.810487713358064), (0, 22.405243856679032), (40.20344983753371, 33.17772577359134))"
