Engine Name,Fuel,Fuel Concentration [%],Oxidiser,Oxidiser Concentration [%],Chamber Pressure [Pa],Average Thrust [N],Oxidiser-Fuel Weight Ratio,Chamber to Exit Pressure Ratio,Ambient Operational Pressure [psia],Epsilon,Specific Impulse [s],Gamma,Combustion Chamber Temperature [K],Molecular Weight [kg/kmol],Prandtl Number of Exhaust,Viscosity of Exhaust [Pa s],Thermal Conductivity of Exhaust [W/m/K],Total Mass Flow Rate [kg/s],Fuel Mass Flow Rate [kg/s],Oxidiser Mass Flow Rate [kg/s],Throat Area [mm^2],Throat Diameter [mm],Exit Area [mm^2],Exit Diameter [mm],Chamber Diameter [mm],Chamber Length [mm]
IPA-Liquid Oxygen,Isopropanol_99_H2O_1,99.0,LOX_100,100.0,1000000.0,2000.0,1.5,10.0,14.7,2.3204586583061766,224.59456052614726,1.1501288177458195,3096.4141229140055,21.130804525696853,0.3787019488554384,8.792209102122156e-05,0.596670532825185,0.9077405877123915,0.3630962350849566,0.5446443526274349,1568.79313825753,44.69283456146706,3640.3196207610044,68.08082620406587,134.07850368440117,150.09844289567323
