Engine Name,Fuel,Fuel Concentration [%],Oxidiser,Oxidiser Concentration [%],Chamber Pressure [Pa],Average Thrust [N],Oxidiser-Fuel Weight Ratio,Chamber to Exit Pressure Ratio,Ambient Operational Pressure [psia],Epsilon,Specific Impulse [s],Gamma,Combustion Chamber Temperature [K],Molecular Weight [kg/kmol],Prandtl Number of Exhaust,Viscosity of Exhaust [Pa s],Thermal Conductivity of Exhaust [W/m/K],Total Mass Flow Rate [kg/s],Fuel Mass Flow Rate [kg/s],Oxidiser Mass Flow Rate [kg/s],Throat Area [mm^2],Throat Diameter [mm],Exit Area [mm^2],Exit Diameter [mm],Chamber Diameter [mm],Chamber Length [mm]
IPA-Liquid Oxygen,Isopropanol_99_H2O_1,99.0,LOX_100,100.0,2000000.0,2000.0,1.5,20.0,14.7,3.6812433024917044,250.83708788131452,1.157827242338875,3152.3906614059133,21.218133168657754,0.4428275238830548,8.155742236792726e-05,0.41477452768490936,0.8127729439494831,0.32510917757979324,0.48766376636968983,705.48388328162,29.970818780398453,2597.057820346303,57.50371046140084,89.91245634119535,140
