Engine Name,Fuel,Fuel Concentration [%],Oxidiser,Oxidiser Concentration [%],Chamber Pressure [Pa],Average Thrust [N],Oxidiser-Fuel Weight Ratio,Chamber to Exit Pressure Ratio,Ambient Operational Pressure [psia],Epsilon,Specific Impulse [s],Gamma,Combustion Chamber Temperature [K],Molecular Weight [kg/kmol],Prandtl Number of Exhaust,Viscosity of Exhaust [Pa s],Thermal Conductivity of Exhaust [W/m/K],Total Mass Flow Rate [kg/s],Fuel Mass Flow Rate [kg/s],Oxidiser Mass Flow Rate [kg/s],Throat Area [mm^2],Throat Diameter [mm],Exit Area [mm^2],Exit Diameter [mm],Chamber Diameter [mm],Chamber Length [mm]
IPA-Liquid Oxygen,Isopropanol_99_H2O_1,99,LOX_100,100,1000000,2000,1.5,10,14.7,2.32045865830618,224.594560526147,1.15012881774582,3096.41412291401,21.1308045256969,0.378701948855438,8.79E-05,0.596670532825185,0.907740587712392,0.363096235084957,0.544644352627435,1568.79313825753,45,3640.319620761,68,100,150
